 DÉCADA 2000-2009,,,,,,,,,,,,,,,,,,,,,,,,,
,TITULO,,,,,,,,MENCIÓN DE RESPONSABILIDADES,,,,,,,,,SONIDO,,MÚSICA,,,,,
MXIM-AV-1-12-87,"La Coronela 1940, Punto de Partida",,,,,México,2001,00:49:59,"Josefina Lavalle. Investigación iconográfica: Víctor Carmona, Fernando Aguayo, Josefina Lavalle.","Lourdes Roca, Eugenio Cobo, Josefina Lavalle",,"Lourdes Roca, Eugenio Cobo, Josefina Lavalle",,,"Rodrigo Acosta, Jorge Barrera, Ángel Camacho, Sergio Campos, Javier Contreras, Alfredo Godoy, Arturo Jara, Armando López, Sergio Moreno, Alejandro Orendáin, Víctor Parra, Mario Rosas, Edgar Sánchez, José Manuel Torres",,"Lourdes Roca, Eugenio Cobo, Josefina Lavalle",,Sergio Luque,,,Silvia Mariscal,,,"Asistentes de produccióon: Alejandra Maldonado, Aída Martínez"
MXIM-AV-1-12-88, La decena trágica I,,,Héroes anónimos: los que hacen la historia,,México,2000,01:12:17,Juan Ramón Aupart Cisneros,Juan Ramón Aupart Cisneros,,Juan Ramón Aupart Cisneros,,,"Juan Carlos Martín, Carlos Cruz","Manuel Salazar, Diego Arizmendi",Juan Ramón Aupart Cisneros,Carlos Aguilar,,,,"Ariel Zúñiga, Arturo Beristáin, Claudio Obregón, Alejandro Aguilar",,,
MXIM-AV-1-12-89,La decena trágica II,,,Héroes anónimos: los que hacen la historia,,México,2001,01:01:37,Juan Ramón Aupart Cisneros,Juan Ramón Aupart Cisneros,,Juan Ramón Aupart Cisneros,,,"Juan Carlos Martín, Carlos Cruz","Manuel Salazar, Diego Arizmendi",Juan Ramón Aupart Cisneros,Carlos Aguilar,,,,,,,
MXIM-AV-1-12-90,La decena trágica III,,,Héroes anónimos: los que hacen la historia,,México,2007,01:01:34,Juan Ramón Aupart Cisneros,Juan Ramón Aupart Cisneros,,Juan Ramón Aupart Cisneros,,,"Juan Carlos Martín, Carlos Cruz","Manuel Salazar, Diego Arizmendi",Juan Ramón Aupart Cisneros,Carlos Aguilar,Heriberto Sánchez,,,"Arturo Beristáin, José Peguero Arciniega, Ricardo Ortíz, Ariel Zúñiga",,,
MXIM-AV-1-12-91,La decena trágica IV,,,Héroes anónimos: los que hacen la historia,,México,2009,01:00:35,Juan Ramón Aupart Cisneros,Juan Ramón Aupart Cisneros,,Juan Ramón Aupart Cisneros,,,"Juan Carlos Martín, Carlos Cruz","Manuel Salazar, Diego Arizmendi",Juan Ramón Aupart Cisneros,"Juan Carlos Martín, Carlos Cruz",Heriberto Sánchez,Antonio Ávila,,"Arturo Beristáin, José Peguero Arciniega, Ricardo Ortiz, Ariel Zúñiga",,,
MXIM-AV-1-12-92,La expedición punitiva,,,Héroes anónimos: los que hacen la historia,,México,2001,01:00:53,Juan Ramón Aupart Cisneros,Juan Ramón Aupart Cisneros,,Juan Ramón Aupart Cisneros,,,Carlos Cruz Barrera,Manuel Salazar,Juan Ramón Aupart Cisneros,,Cuadri Estéreo,,,Esteban Escárcega,,,
MXIM-AV-1-12-93,Los rebeldes del sur,,,Héroes anónimos: los que hacen la historia,,México,2000,01:01:53,Juan Ramón Aupart Cisneros,Juan Ramón Aupart Cisneros,,Juan Ramón Aupart Cisneros,,,Mario Luna,,Juan Ramón Aupart Cisneros,"Carlos Aguilar Zafra, Gabriela Espinoza, Luis Shroeder",,,,"Esteban Escárcega, José Luis Guzmán, José González Márquez",,,
MXIM-AV-1-12-94,Registro no. 1137: Máscara de muerte de Pancho Villa,,,Héroes anónimos: los que hacen la historia,,México,2001,01:00:24,Juan Ramón Aupart Cisneros,Juan Ramón Aupart Cisneros,,Juan Ramón Aupart Cisneros,,,Carlos Cruz,"Manuel Salazar, Diego Arizmendi",Juan Ramón Aupart Cisneros,,,,,Esteban Escárcega,,,
MXIM-AV-1-12-95,Los rollos perdidos de Pancho Villa,,,Lo mejor de la Revolución Mexinana,2,México,2003,00:49:18,Gregorio Rocha,Gregorio Rocha,,Gregorio Rocha,,,,,"Craig Anderl, Bernice Ma",,Lexie Stoia,"Horacio Uribe, Raymundo Salazar",,"Ari Brickman, Michael Douglas Jones, Antonio Zúñiga, Mark Kolody, Meindert Versteeg, Gregorio Rocha",,Daniela Castillo,
MXIM-AV-1-12-96,Acme & Co. Historia del cine viajero,,,Lo mejor de la Revolución Mexinana,3,México,2006,01:32:44,,Gregorio Carlos  Rocha Valverde,,Gregorio C. Rocha,,,"Eugenio Polgowsky, Ramón Orozco",,Gregorio C. Rocha,"Isabel Muñoz Cota, Mario Garnier",Alfonso Córdova,,,,"Ramón Barragán, Antonio Zúñiga, Mauricio Isaac, Brenda Ibarra",,
MXIM-AV-1-12-97,"¡Zapata vive, la lucha sigue!...",,,Héroes anónimos: los que hacen la historia,,México,2001,01:02:54,Juan Ramón Aupart Cisneros,Juan Ramón Aupart Cisneros,,Juan Ramón Aupart Cisneros,,,"Silvia Díaz, Mario Luna, Carlos Cruz","Manuel Salazar, Elie Labastida",Joaquín Pánuco,,,,,Eugenio Castillo,,,
MXIM-AV-1-12-98,Darwin`s nightmare,La pesadilla de Darwin,,,,"Francia, Austria, Bélgica",2004,01:37:00,,Hubert Sauper,,Hubert Sauper,,,Hubert Sauper,,Denise Vindevogel,,Verónica Hlawatsch,,,,,,
MXIM-AV-1-12-99,Operación Galeana,,,,,México,2000,01:10:00,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-100,Las familias somos… ,,,,,México,2004,00:21:46,,"Eugenia Olson, Fabiola Severían",,,,,,,,,,,,Lourdes Jáuregui,,,
MXIM-AV-1-12-101,Las huellas del arpón,,,,,Chile,2002,00:36:41,"Gastón Carreño, Antonio Astudillo, Francisca Pérez, Francisa Fernández, Felipe Maturana ",Gastón Carreño,,,,,"Gastón Carreño, Antonio Astudillo",,"Felipe Maturana, Gastón Carreño",,,,,,,,
MXIM-AV-1-12-102,El tucumanazo,,,,,Argenitina,2007,01:19:36,Rubén Kotler,Diego Heluani,,"Rubén Kotler, Diego Heluani",,,Diego Heluani,,Diego Heluani,Martín Villa,Martín Villa,,"Martín Villa, Andrés Herrera, Exequiel Frías",Julio Vega,,,
MXIM-AV-1-12-103,The big sell out,La gran venta,,,,Estados Unidos,2007,01:35:50,,Florian Opitz,,Florian Opitz,,,Maya Deren,,Cherel Ito,,Teiji Ito,Teiji Ito,,"John Genke, Joan Pape",,,
MXIM-AV-1-12-104,Los Tarapaqueños Peruanos: Testimonios de su Historia,,,,,Perú,2000,00:20:00,Rosa Troncoso de la  Fuente,Rosa Troncoso,,Rosa Troncoso de la  Fuente,,,Arturo Chauca,"Isaac Cazorla, Rosa Troncoso",Christian Fulle,"Silvia Salas, Máximo Santa Cruz",,,,Wlter Zambrano,,,
MXIM-AV-1-12-105,Tragicomedia mexicana 1,,,La vida en México de 1940 a 1994   ,capítulo 1,México,2008,00:30:00,,Alfonso Manjarrez Pablos,,,,,Mariana Ochoa,,Omar Guzmán,,,,Álvaro Ruiz,José Agustín,,"Diego Navarro, Arturo Cuadros, Tanai Cruz, Ramón Suárez",
MXIM-AV-1-12-106,Tragicomedia mexicana 3,,,La vida en México de 1940 a 1994   ,capítulo 3,México,2008,00:30:00,,Alfonso Manjarrez Pablos,,,,,Mariana Ochoa,,Omar Guzmán,,,,Ernesto Díaz,José Agustín,,"Diego Navarro, Arturo Cuadros, Tanai Cruz, Ramón Suárez",
MXIM-AV-1-12-107,Le Crime de Zacarias Barrientos,,,,,Francia,2007,00:52:00,,Ludovic Bonleux,,,,,Ludovic Bonleux,,Sebastián Sepúlveda,"Bruno Lorvao, Ludovic Bonleux",Frédéric Bouvier,,,,,,
MXIM-AV-1-12-108,Digna Ochoa,,,,,México,2007,00:59:54,"Paola Amaro, Leyda Martínez","Carlos Mendoza, Mario Viveros",,Carlos Mendoza,,,"Pablo Ramos, Mario Viveros",,Mario Viveros,,,Benito Espinoza,,Bernardo Ezeta,,Roberto Vázquez,
MXIM-AV-1-12-109,Los capitanes de la industria,,,,,México,2001,00:43:00,"Marco Maldonado, Edgar Rojano",Mario Diez de Urdanivia,,Lucía Beltrán,,Enrique Krauze,,,"Oscar Hernández, Marco A. Hernández, Juan José Flores, Raúl Martínez","Eduardo  Ramírez, Gerardo Quiroz","Adriana Portillo, Enrique Gill, Carmela Montaño",,,Juan Stack,,,
MXIM-AV-1-12-110,Los cosechadores y yo,,,,,Francia,2000,01:22:00,,Agnès Varda,,Agnès Varda,,,"Stéphanie Krausz, Didier Rouget, Didier Doussin, Pascal Sautelet, Agnès Varda", ,Agnès Varda/Laurent Pineau ,,,,Joanna Bruzdowicz,,,,
MXIM-AV-1-12-111,Los demonios del Edén,,,,,México,2007,01:12:00,,Alejandra Islas,,Alejandra Islas,Alejandro Quesnel,,Alejandra Islas,,Humberto Cruz,,Charlie Cuevas,,,,"Gráficos: Reginaldo Chapa, Jorge Benet, Roberto Reyes, Rodrigo Priego, Asistentes: Rotmi Enciso, Ina Riaskov, Elir Negri, Imagen cartel: Alejandro Magallanes",,
MXIM-AV-1-12-112,"Los frutos de ""El Dorado""",,,,,España,2002,00:53:00,,Enrique Escalona,,"José Manuel Castillejo, Manuel Serran",,,Javier Merino,,"Sigfrido García Jr., Jorge Vargas",,,,,,,,"Ayudantes: Marien de la Vega, Mariano Vilches, José Ongay"
MXIM-AV-1-12-113,Los Ladrones viejos. Las leyendas del Artegio,,,,,México,2007,01:37:00,,Everardo González,,,, ,"Martín Boenge, Everardo González, Gerarado Montiel Klint", ,Juan Manuel Figueroa,Grabiela Espinoza,Matías Barberis,,"Rodrigo Garibay, Matias Barberis",,,,
MXIM-AV-1-12-114,Los niños de Morelia,The children of Morelia,,,,México,2004,01:39:33,,Juan Pablo Villaseñor,,Juan Pablo Villaseñor,,,,,"Roberto  Garza Angulo, Alejandro Molina, David Torres, Emilio Portes, Juan Fernández, Juan Pablo Villaseñor","Ana García, Federico González, Antonio Isiordia",Heinz Malcher Keel,"Dueto Zacán, Jimena Giménez Cacho",,,,,
MXIM-AV-1-12-115,Los pasos del cantador,,,,,México,2006,00:52:10,"Pablo Fulgueira, Xavier Hierro, Diego Esponisa",Pablo Fulgueira,,,,,Santiago Sánchez. Fotografía adicional: Pablo Fulgueira,,Pablo Fulgueira,Alonso Degert,,Diego Espinosa,,,,Pablo Hernández,Traductor: Nabor Carrillo
MXIM-AV-1-12-116,Zapatistas crónica de una rebelión,,,,,México,2007,01:28:00,"Karina Apodaca, Victor Mariña, Mario Viveros, Carlos Mendoza",,"Víctor Mariña, Mario Viveros","Victor Mariña, Mario Viveros, Carlos Mendoza",,,"Mario Viveros, Pablo Ramos, Elena Pardo, Canlseisdejulio, Nicolás Dèfossé, Carlos Efrain, Juntas de Buen Gobierno",,Roberto Vázquez,,,Jorge Reyes,,Bernardo Ezeta,,,
MXIM-AV-1-12-117,Los Super Amigos,,,,,México,2002,00:43:00,,"Linda Bannik, Aldo Guerra, Diego Gutiérrez",,,,,,,,,,,,,,,"Asistente: Jeaninne Diego, Jorge Luis Pérez, Héctor Velázquez"
MXIM-AV-1-12-118,Los últimos zapatistas,,,,,México,2001,01:10:00, Francesco Taboada y Aldo Tabone,Francesco Taboada Tabone,,,,,Manuel Peñafiel,,Sarah Perrig,,,,Angel Mosqueda y Jesús Baez,,,,
MXIM-AV-1-12-119,LT22 Radio La Colifata,,,,,Argentina,2007,01:34:22,,Carlos Larrondo,,Carlos Larrondo,,,Carlos Larrondo,"Carolina Conti, Gustavo Salgado, Carlos Larrondo ","Alejandro Legido, Carlos Larrondo","Germán Contrero, Juan Silva Marcelo Schiavi",,Manu Chao,,,,,
MXIM-AV-1-12-120,La hazaña de Monterrey,,,,,México,2001,00:42:20,"Marco Maldonado, Edgar Rojano",Mario Diez de Urdanivia,,Lucía Beltrán ,,Enrique Krauze,,,Raúl Martínez,"Gerardo Quiroz, Eduardo Ramírez","Adriana Portillo, Enrique Gill, Carmela Montaño",,,Juan Stack,,,
MXIM-AV-1-12-121,Lucio,,,,,España,2007,01:31:00,,"Aitor Arregi, José Mari Goenaga",,,,,Javi Aguirre,,Raúl López,"Alazne Ameztoy, Iñaki Díez",Imanol Alberdi,Pascal Gaigne,,,,,
MXIM-AV-1-12-122,Habla el ERPI,,,,,México,2007,00:35:00,"José Luis Mariño, Carlos Mendoza, Eliseo Morales",José Luis Mariño,,José Luis Mariño,,,Eliseo Morales,,Víctor Mariña,,,,,,,,
MXIM-AV-1-12-123,Maquilapolis,,,,,"México, E.E. U.U.",2006,01:00:00, ,"Vicky Funari, Sergio De La Torre ", , ,,,"Director de fotografia, 16mm
Daniel Gorrell, Sophia Constantinou, Asistente de cámara , Agarre
Bill Basquin, Andrew Eckmann, Daniel Rico, FOTOGRAFÍA AÉREA, Martin Zimmerman  ",David Maung,Vicky Funari,," Phil Perkins At The See A Dog, Hear a Dog Co.  "," Pauline Oliveros con Bostich y Fussible, Nortec Collective y John Blue,  músicos adicionales
Lisa Bernard Reynols ",,,,,"Asistentes de producci & oacute: Octavio Castellanos, Juan Angel Cota, Ingrid Hernandez 
Itzel Martinez, Jorge Nava, Bill Parker, Daniel Rojo, Giancarlo Ruiz, Asistente de edición: María Langhi, Aprendiz de edición: Mateo Reyes, Jason Lohse, Claude Lavallee  "
MXIM-AV-1-12-124,Marcha de la vida,,,,,México,2000,01:23:00,,Aaron y Esther Cohen,,,,Aaron y Esther Cohen,Aaron Cohen,Esther Cohen,René Martínez Araujo,,,,Aaron y Esther Cohen,"David Ostrosky, Esther Cohen, Tali Cohen",,,
MXIM-AV-1-12-125,Venceréis pero no convenceréis,,,,,México,2006,01:38:00,,Alfonso Viladoms,,,"Ximena Cortina, Paloma y Sarahí Ayala, Miguel Rodríguez, Pablo Gleason, Óscar Menéndez",Alfonso Viladoms,Alfonso Viladoms,Miguel Rodríguez,,,Beatriz Torres de Gross y Osagboro Sunpaki,,,,,,
MXIM-AV-1-12-126,Más allá de petates y faenas. La Petatera,,,,,México,2000,00:31:50,Ayaz Isais Amezcua,"Mario Hernández Barreda, Armando Castañeda Morfin",,Judith Chávez Valencia,,,"Bogart Rodriguez López, Jorge Martínez Durán",,Mario Hernández Barreda,,,,,,,Mario Romero Serrano,"Jaime Cervantes Gutiérrez, Jorge González Pimentel"
MXIM-AV-1-12-127,Marianela. Convivir con S.U.H.,,,,,Argentina,2004,00:15:00,"Ana Clara Jaluf, Erika Terbeck, Sebastián Meschengieser, Susana Sel",Susana Sel,,,,,,,,,,,,,,,
MXIM-AV-1-12-128,México bajo la óptica de Juan Guzmám,,,,,México,2007,00:30:00,Maricela González Cruz Manjarrez,Sandra Luz Aguilar,,Maricela González Cruz Manjarrez,,,"Carlos Figueroa, Edgar Aguirre",,Sandra Luz Aguilar,,Antonio Bermúdez,"Jesusa D. Prudencio, José L. Prudencio Bilbao",Lucero Enr´íquez Rubio,,,,
MXIM-AV-1-12-129,Mi vida dentro,,,,,México,2007,02:00:00,,Lucía Gajá,,Lucía Gajá,Erika Licea,,Lucía Gajá,"Nerio Barberis, Pablo Fulgueira y Federico Schmucler",,,Leonardo Heiblum y Jacobo Leiberman,,,,"Dir. Foto 2da Unidad: Marc Bellver, Post Productor: Francisco Rivera, Sonido directo: Emilio Cortés",,
MXIM-AV-1-12-130,Born in to brothels: Calcuta´s red lights kids,Nacidos en el Burdel ,,,,"Estados Unidos, India",2004,01:23:00,,"Ross Kauffman, Zana Briski",,,,,"Ross Kauffman, Zana Briski",,,Tom Paul,"Eric Milano, Eric Pope",John McDowell,"John McDowell, Daniel Baruch",,,,
MXIM-AV-1-12-131,"Nanook of the north (Nanook, del norte)",,,Colección: Orígenes del cine,,Estados Unidos,Año original: 1922. Edición en la colección: 2005 ¿1998?,01:18:00,,Robert Flaherty,,Robert Flaherty,,,Robert Flaherty,,"Robert Flaherty, Charles Gelb",,,Timothy Brock (1998),,,,,File restaurado y producido por David Shepard
MXIM-AV-1-12-132,Naqoyqatsi,,,,,Estados Unidos,2002,01:29:00,,Godfrey Reggio,,Godfrey Reggio,,,Russell Lee Fine,,Jon Kane,,,Philip Glass,,,,"Manuel Gaulot, Cameron Hickey, Zachary David Medow",
MXIM-AV-1-12-133,Nietos (Identidad y memoria),,,,,Argentina,2005,01:15:00,"Lorena Muñoz, Florencia Amato",Benjamín Ávila,,,,,"Amanda Calvo, Mailín Milanes",,Benjamín Ávila,Sergio Falcón,,Tom Zé,,,,,
MXIM-AV-1-12-134,Nikita Kino,Cine Nikita,,,,Francia,2002,00:40:00,,Vivian Ostrovsky,,,,,Vivian Ostrovsky,,François Sculier/ Vivian Ostrovsky,,,,,,,,"Montadores:François Sculier, Vivian Ostrovsky, Graphics: George Griffin"
MXIM-AV-1-12-135,La travesía,Nina´s journey,,,,Polonia-Suecia,2005,02:00:00,,Lena Einhorn,,Lena Einhorn,,,Dan Myhrman.,,Irene Hatz.,,,Pawel Derentowicz y Sasza Maksimow.,,,"Agnieszka Grochowska, María Chwalibóg, Andrzzej Brzeski, Pawel Iwanicki",,
MXIM-AV-1-12-136,Niños con sobrepeso,Over weitght Kids,,,,Estados Unidos-Alemania-Cuba-Francia,2007,00:26:29,,"Rich Sabreen Enterprises, Dan Glovach",Dan Glovach,,,,Doug Hertz,,,,,Martin Silvestri,,,,,"Luces y consultor técnico: Doug Hertz. Centro Médico Montefiore: Thomas Tebbens Gary Bramnick, y staff y empleados. Thirteen WNET New York, "
MXIM-AV-1-12-137,NO-DO. El tiempo y la memoria,,,,,España,2000,02:00:00,,Rafael R. Tranche,,Rafael R. Tranche,,,,,,,,,,,,,"Filmoteca Española (Luis Galende,  Javier García)"
MXIM-AV-1-12-138,Notre musique,Our music,,,,Francia,2004,01:18:55,,Jean-Luc Godard,,Jean-Luc Godard,,,"Julien Hirsch, Jean-Christophe Beauvallet, Izet Kutlovac, Blaise Bauquis, Fabrice Dequeant",,Jean-Luc Godard,"Francois Musy, Gabriel Hafner, Pierre André",,,,,,,
MXIM-AV-1-12-139,Tierra Menonita,,,,,"México, Alemania",2000,00:55:00,,Adele Schmidt,,,,,Dieter Chill,,Adele Schmidt,Antonino Isordia,Lena Esquenazi,,,,,,
MXIM-AV-1-12-140,"Obras maestras, Canal Once TV, video 1",,,,,Inglaterra,2009,01:50:00,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-141,"Obras maestras, Canal Once TV, video 2",,,,,Inglaterra,2009,01:50:00,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-141-6,Eduardo Viana: Die Kleine,,,1000 Obras maestras de los grandes museos del mundo,video 2,Inglaterra,____,00:10:00,,,Reiner E. Moritz,Alexandre Melo,,,Konrad Kotowski,,Elke Riemann,,,,,Rudolf Jürgen Bartsch,,,
MXIM-AV-1-12-141-7,Amadeo de Souza-Cardoso: Entrada,,,Obras maestras,video 2,Inglaterra,____,00:10:00,,,Reiner E. Moritz,Alexandre Melo,,,Konrad Kotowski,,Elke Riemann,,,,,Rudolf Jürgen Bartsch,,,
MXIM-AV-1-12-141-8,Vieyra Da Silva: Tragishe Geschichte Auf Dem Meer,,,Obras maestras,video 2,Inglaterra,____,00:10:00,,,Reiner E. Moritz,Alexandre Melo,,,Konrad Kotowski,,Elke Riemann,,,,,Rudolf Jürgen Bartsch,,,
MXIM-AV-1-12-142,"Obras maestras, Canal Once TV, video 3",,,,,Inglaterra,2009,01:50:00,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-143,"Obras maestras, Canal Once TV, video 4",,,,,Inglaterra,2009,00:30:00,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-144,O Rio dos Trabalhadores,El río de los trabajadores,,,,Rio de Janeiro,2001,00:18:50,"Ana Paula Guiglianelly, Claudia Linhares Sanz, Hugo Belluco, Luciano Vasconcelos dos Santos, Maria Ligia R. de Carvalho, Paulo Castiglioni, Rebeca Gontijo, Reginaldo Mendes Leite, Sandra Maria de Morais, Sara Celeste Cordeiro",Paulo Castiglioni,,"Maria Ciavatta, Paulo Castiglioni",,,,,,,,,,,,,Coordinación: Maria Ciavatta
MXIM-AV-1-12-145,La lucha de los movimientos feministas por despenalizar el aborto en México,,,Ciclo de conferencias: Interrupción voluntaria del embarazo,,México,2001,00:26:00,,Angélica Ley,,,,,"Angélica Ley, Luis Ayhllón, Pilar López, Victor Manuel Méndez",,Luis Ayhllón,,,,,,,,
MXIM-AV-1-12-146,Paragraph 175,Artículo 175,,,,Alemania-Gran Bretaña-EUA,2000,01:21:00,Klaus Müller,Rob Epstein y Jeffrey Friedman,,Sharon Wood,,,Bernd Meiners,,Dawn Logsdon,Pascal Capitolin,Al Nelson,,Tibor Szemzö,Rupert Everett,,,"Asistente Edición: Salome Milstead, Asistente Producción e Investigación: Tassilo Aschauer, Asistente Producción: Pari Garvanos"
MXIM-AV-1-12-147,Passos de oeiras,,,,,Brasil,2008,00:26:00,"Áurea Pinheiro, Cássá Moura",Áurea Pinheiro,Douglas Machado,,,,"Douglas Machado, Jean Marcelo",,Douglas Machado,"Cosme Alberto Sílva, Reinaldo Santos","Douglas Machado, Jean Marcelo",Sérgio Matos,,,,Jean Marcelo,
MXIM-AV-1-12-148,  XV Años en Zaachila,,,,,México ,2002,00:50:04,,Rigoberto Pérezcano,,Rigoberto Pérezcano,,,Javier Zarco,Alberto Ibañes,Roberto Bolado,Gabriela Espinoza,,,,,,,
MXIM-AV-1-12-149,"Pedro Lascurain, el presidente relámpago",,,,,México,2000,00:46:35,Graziella Altamirano,Juan Carlos Colín,,Patricia González Mijares,,,Fernando Acuña,,Humberto Hernández,Antonio Isordia,"Antonio Maldonado, Armando García de la Cadena, Gilberto Novelo",,Gilberto  Novelo,"Ney Villamil y Ruiz, Eugenio Castillo, José Luis Palomera, Armando García de la Cadena","Ney Villamil y Ruiz, Benjamín Ewards",,
MXIM-AV-1-12-150,Piqueteras,,,,,Argentina,2002,00:43:53,,"Malena Bystrowicz, Verónica Mastrosinone, Miguel Magud",,,,,Malena Bystrowitz,"Verónica Mastrosimone, Martín Acosta, Jorge Ariza",Malena Bystrowitz,Miguel Magud,,Miguel Magud,,Carolina Magud,Felicitas Luna,,
MXIM-AV-1-12-151,Polissons & Galipettes,,,,,"Paris, Francia",2002,01:09:00,,Michael Reilhac,Xénia Maingot,,,,,,Olivier Lupczynsky,,,,Eric Le Guen,,,"Jean-Francois Rauger, Michel Reilhac, Jean Pierre Bouyxou","Ingenieros de sonido: Emmanuel Payet, Lionel Rousseau, Asistente de producción: Angela Avan"
MXIM-AV-1-12-152,Poses do 19,"Poses del siglo XIX, 19th Poses",,,,Brasil,2002,00:09:48,,"Vania C. Carvalho, Solange F.Lima",Director artístico: Gavin Adams,,,,,,Gavin Adams,,,,Gavin Adams,,,,
MXIM-AV-1-12-153,Power Trip,,,,,Estados Unidos,2003,01:25:00,Paul Devlin,,Paul Devlin,Paul Devlin,,,"Valery Odikadze, Paul Devlin, Neil Gegna, Walter Scholomann y Darryl Thurston",,,,,Piezas tradicionales georgianas,,,,"Piers Lewis, Michael Scholey, Dennis Baake",
MXIM-AV-1-12-154,La rebelión de las oaxaqueñas,,,,,México,2007,00:34:02,,,"Aline Castellanos Jurado, Alejandra Canseco Martínez",,,,,,,,,,,,,,
MXIM-AV-1-12-155,Propuesta para una convivencia democrática en la familia,,,,,México,2004,00:22:21,"Beatriz Schmukler Scornik, María del Rosario Campos Beltrán, Xosefa Alonso Sierra, Marcelo Carrillo Babani, María Jiménez díaz, Alberto Becerril Montekio",,Alberto Becerril Montekio,"Beatriz Schmukler Scornik, María del Rosario Campos Beltrán, Xosefa Alonso Sierra, Marcelo Carrillo Babani, María Jiménez díaz, Alberto Becerril Montekio",,,Alberto Becerril Montekio,,Alberto Becerril Montekio,Sergio Salcedo Ferrusca,,,Alejandro Pérez Saez,,,,
MXIM-AV-1-12-156,"13 pueblos en defensa del agua, el aire, la tierra",,,,,México,2008,01:02:00,Francesco Tabeada Tabone,Francesco Taboada Tabone, ,Francesco Tabeada Tabone, ,,Fernanda Robinson,Fernanda Robinson,"Francesco Taboada Tabone, Atahualpa Caldera sosa", ,,Aldo Tabone,,,,,"Apoyo a la investigación cientifica: Raúl gracia Barrios, Fernando Jaramillo, Oscar Pohle, Vicente Torres
Apoyo a la investigación social y ambiental: Flora Guerrero, José Martínez Cruz, Andres Barreda, Juan José Landa, Jorge Messeguer
Apoyo a la investigación jurídica: Cesar Machado Arias"
MXIM-AV-1-12-157,Tita,,,,,México,2002,00:48:08,,"Bibo, Diego Gutiérrez, Jeannine Diego",,,,,,,,,,,,,,,"Asistente: Antonio Bunt, David Monreal, Jorge Luis Pérez, Héctor Velázquez y Marlene M. Avila Sánchez"
MXIM-AV-1-12-158,The story of the weeping camel,,La historia del camello que llora,,,Alemania,2003,01:30:00,,"Byambasuren Davaa, Luigi Falorni",,,,,Luigi Farloni,,Anja Pohl,,,"Marcel Leniz, Marc Riedinger, Choigiw Sangidorj",,,,,
MXIM-AV-1-12-159,Relatos desde el encierro,,,,,México,2004,01:18:00,,Guadalupe Miranda,,Guadalupe Miranda,,,"Andrea Borbolla, Lorenza Manrique, Guadalupe Miranda",,Lucrecia Gutiérrez,Aurora Ojeda,"Aurora Ojeda,  Lena Esquenazi","Marcos Miranda, Huitzílin Sánchez",,,,,Traducción al inglés: Lucy Moffatt
MXIM-AV-1-12-160,Los dueños de la democracia,,,,,México,2007,00:58:14,,"Carlos Mendoza, Mario Viveros",,Carlos Mendoza,,,"Pablo Ramos, Mario Viveros, Miguel A. Fuentes, Roberto Vázquez, Paola Amaro, Leyda Martínez, Elena Pardo",,Mario Viveros,,,,Gus Reyes,Paola Amaro,,Roberto Vázquez,
MXIM-AV-1-12-161,Return to Bolivia,,,,,Argentina,2009,01:36:00,"Marina Boolls, Mariano Raffo",Mariano Raffo,,"Marina Boolls, Mariano Raffo",,"Marina Boolls, Mariano Raffo",Mariano Raffo,,"Omar Ester, Mariano Raffo",,,Zeimar Garín,,,,,
MXIM-AV-1-12-162,Revelando el rollo,,,,,MEXICO,2002,00:48:00,LAIS,"FERNANDO AGUAYO, PARIS GARCÍA, CARLOS HERNÁNDEZ, FELIPE MORALES LEAL Y LOURDES ROCA",,"FERNANDO AGUAYO, PARIS GARCÍA, FELIPE MORALES, LOURDES ROCA",,,CARLOS HERNÁNDEZ,GERARDO CORDERO ,"CARLOS HERNÁNDEZ, PARIS GARCÍA, FELIPE MORALES Y LOURDES ROCA",,,FABIÁN ELÍ GARCÍA,,"ACTORES Y VOCES: LUIS ARMANDO LAMADRID, FERNANDO AGUAYO, ANGIE SANDOVAL, MA. DE JESÚS CORTÉS, MA. EUGENI CHAOUL, JOSÉ GIL",,,
MXIM-AV-1-12-163,Presos del silencio,,,,,España,2004,00:46:05,,"Mariano Agudo, Edurado Montero",,,,,Agustín Toranzo,,,Javi Indio,José Antonio Manovel,"Enrique de Justo, Javi Vega",,,,,
MXIM-AV-1-12-164,Salvador Allende,,,,,Chile,2004,01:40:00,,Patricio Guzmán,,Patricio Guzmán,,,Julia Muñoz,,Claudio Martínez,"Álvaro Silva Wuth, Yves Warnant",Jean-Jacques Quinet,Jorge Arriagada,,,,,
MXIM-AV-1-12-165,Sicko. La perversión del sueño americano,,,,,Estados Unidos,2007,02:03:00,"Michael Moore, Stephanie Palumbo, Natali Rose, Jane Sellen Edwards, George Zornick",Michael Moore,Michael Moore,Michael Moore,,,,,"Dan Switlink, Geofrey Richman, Christopher Seward",Francisco Latorre,,Erin O'Hara,,,,,"Consultor Médico: Dr. Jck Stanzeler, Dr. Ann Cohen, Wellnes consultant Doug Petersen. Traductores, Diseñadores gráficos, staff de médicos cubanos, Cuban Film institute"
