DÉCADA 2000-2009,,,,,,,,,,,,,,
,,,,LENGUA,,,CARACTERÍSTICAS FÍSICAS Y REQUISITOS TÉCNICOS,,,,,,,
MXIM-AV-1-12-141,"Obras maestras, Canal Once TV, video 2",Usos reservados para consulta in situ,,Inglés,,Español,DVD / VHS,1 vhs / 1 dvd,copias,Color,,NTSC,,Reproductor DVD/VHS  y monitor
MXIM-AV-1-12-141-6,Eduardo Viana: Die Kleine,Usos reservados para consulta in situ,,Alemán,,Español,DVD / VHS,1 vhs / 1 dvd,copias,Color,,NTSC,,Reproductor DVD/VHS  y monitor
MXIM-AV-1-12-141-7,Amadeo de Souza-Cardoso: Entrada,Usos reservados para consulta in situ,,Alemán,,Español,DVD / VHS,1 vhs / 1 dvd,copias,Color,,NTSC,,Reproductor DVD/VHS  y monitor
MXIM-AV-1-12-141-8,Vieyra Da Silva: Tragishe Geschichte Auf Dem Meer,Usos reservados para consulta in situ,,Alemán,,Español,DVD / VHS,1 vhs / 1 dvd,copias,Color,,NTSC,,Reproductor DVD/VHS  y monitor
MXIM-AV-1-12-142,"Obras maestras, Canal Once TV, video 3",Usos reservados para consulta in situ,,Inglés,,Español,DVD / VHS,1 vhs / 1 dvd,copias,Color,,NTSC,,Reproductor DVD/VHS  y monitor
MXIM-AV-1-12-143,"Obras maestras, Canal Once TV, video 4",Usos reservados para consulta in situ,,Inglés,,Español,DVD / VHS,1 vhs / 1 dvd,copias,Color,,NTSC,,Reproductor DVD/VHS  y monitor
MXIM-AV-1-12-144,O Rio dos Trabalhadores ,Usos reservados para consulta in situ,,Portugués,,,VHS,1 vhs / 1 dvd,copias,Color/Blanco y negro,,NTSC,,Reproductor VHS y monitor
MXIM-AV-1-12-145,La lucha de los movimientos feministas por despenalizar el aborto en México,Usos reservados para consulta in situ,,Español,,,DVD / VHS,1 vhs / 1 dvd,vhs copia de producción / dvd copia,,,NTSC,,Reproductor DVD/VHS  y monitor
MXIM-AV-1-12-146,Paragraph 175,Usos reservados para consulta in situ,,"Francés. Inglés, aleman",,Español,VHS,1 vhs / 1 dvd,copia,,,NTSC,,Reproductor VHS y monitor
MXIM-AV-1-12-147,Passos de oeiras,Usos reservados para consulta in situ,,Portugués,,Portugués,DVD,1 dvd ,copia de producción,Color,,NTSC,,Reproductor  DVD y monitor
MXIM-AV-1-12-148,  XV Años en Zaachila,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd ,copia,Color,,NTSC,,Reproductor  DVD y monitor
MXIM-AV-1-12-149,"Pedro Lascurain, el presidente relámpago",Usos reservados para consulta in situ,,Español,,,VHS,1 vhs ,copia,Blanco y negro,,NTSC,,Reproductor VHS y monitor
MXIM-AV-1-12-150,Piqueteras,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia,Color,,NTSC,,Reproductor  DVD y monitor
MXIM-AV-1-12-151,Polissons & Galipettes,Usos reservados para consulta in situ,,Película muda,,,VHS,1 vhs ,copia,Blanco y negro,Dolby,,,
MXIM-AV-1-12-152,Poses do 19,Usos reservados para consulta in situ,,Inglés (intertítulos),,,VHS / DVD,1 vhs / 1 dvd,copia,,,NTSC,,Reproductor  DVD/VHS  y monitor
MXIM-AV-1-12-153,Power Trip,Usos reservados para consulta in situ,,Inglés,,Español,DVD,1 dvd ,copia de producción,Blanco y negro,,,,Reproductor  DVD y monitor
MXIM-AV-1-12-154,La rebelión de las oaxaqueñas,Usos reservados para consulta in situ,,,,,,,,,,,,
MXIM-AV-1-12-155,Propuesta para una convivencia democrática en la familia,Usos reservados para consulta in situ,,,,,,1 vhs / 1 dvd,copia,,,,,
MXIM-AV-1-12-156,"13 pueblos en defensa del agua, el aire, la tierra",Usos reservados para consulta in situ,,,,,,1 dvd,copia,,,,,
MXIM-AV-1-12-157,Tita,Usos reservados para consulta in situ,,Español,,,VHS,2 vhs / 1 dvd,vhs copia de producción / dvd copia,Color,,NTSC,,Reproductor VHS y monitor
MXIM-AV-1-12-158,La historia del camello que llora,Usos reservados para consulta in situ,,Mongol,,"Español, inglés, francés",DVD,1 dvd ,copia,Color,Dolby o Sorround,NTSC,,
MXIM-AV-1-12-159,Relatos desde el encierro,Usos reservados para consulta in situ,,Español,,Inglés,DVD,1 dvd ,copia,Color/Blanco y negro,,NTSC,,Reproductor  DVD y monitor
MXIM-AV-1-12-160,Los dueños de la democracia,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia de producción,Color,Estéreo,NTSC,multiregión,Reproductor  DVD y monitor
MXIM-AV-1-12-161,Return to Bolivia,Usos reservados para consulta in situ,,"Español, quechua",,Español,DVD,1 dvd ,copia,Color/Blanco y negro,,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-162,Revelando el rollo,Usos reservados para consulta in situ,,Español,,,VHS,1 vhs / 2 dvd,vhs copia de producción / dvd copia,Color/Blanco y negro,,NTSC,Región 4,Reproductor VHS y monitor
MXIM-AV-1-12-163,Presos del silencio,Usos reservados para consulta in situ,,Español,,Francés,VHS,1 vhs ,copia,Color/Blanco y negro,,NTSC,,Reproductor VHS y monitor
MXIM-AV-1-12-164,Salvador Allende,Usos reservados para consulta in situ,,"Español, inglés",,Español,DVD,1 dvd,copia,Color,,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-165,Sicko. La perversión del sueño americano,Usos reservados para consulta in situ,,Inglés,,Español,DVD,1 dvd,copia,Color,Dolby digital 2.0,,,Reproductor DVD y monitor
MXIM-AV-1-12-166,Sobibor. 14 de octubre de 1943 16:00 horas,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia de producción,Color,,,,Reproductor DVD y monitor
MXIM-AV-1-12-167,"Sol de Noche. La historia de la ""Noche del Apagón"" y el secuestro de 400 personas en un pueblo de Jujuy",Usos reservados para consulta in situ,,Español,,,VHS,2 vhs / 1 dvd,1 vhs copia de producción / 1 vhs y dvd copias,Color,,PAL / NTSC,,Reproductor VHS y monitor
MXIM-AV-1-12-168,Spencer Nakasako´s trilogy,Usos reservados para consulta in situ,,,,,,1 dvd,copia de producción,,,,,
MXIM-AV-1-12-169,"Vivos los llevaron, vivos los queremos",Usos reservados para consulta in situ,,Español,,Inglés,DVD,1 dvd,copia de producción,Color,Dolby Digital,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-170,Super size me,Usos reservados para consulta in situ,,Inglés,,,DVD,1 dvd,copia de producción,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-171,Teletiranía: la dictadura de la televisión en México,Usos reservados para consulta in situ,,Español,,,DVD,2 dvd,copia,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-172,"Tenderloin stories: Youth-produced Videos, 1989-2004",Usos reservados para consulta in situ,,Inglés,,,DVD,1 dvd,copia de producción ,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-173,The Andean Legacy.,Usos reservados para consulta in situ,,"Quechua, castellano",,"Español, inglés",DVD,1 dvd,copia de producción ,Color,Digital 5.1,PAL Digital,,Reproductor DVD y monitor
MXIM-AV-1-12-174,The Dance of the Stag.,Usos reservados para consulta in situ,,Español,,"Español, Inglés",DVD,1 dvd,copia de producción ,Color,Digital 5.1,PAL Digital,,Reproductor DVD y monitor
MXIM-AV-1-12-175,Day of the Dead.,Usos reservados para consulta in situ,,"Maya quiché, español",,"Español, Inglés",DVD,1 dvd,copia de producción ,Color,Digital 5.1,PAL Digital,,Reproductor DVD y monitor
MXIM-AV-1-12-176,The Oruro Carnaval.,Usos reservados para consulta in situ,,"Aymará, español",,"Español, Inglés",DVD,1 dvd,copia de producción ,Color,Digital 5.1,PAL Digital,,Reproductor DVD y monitor
MXIM-AV-1-12-177,Huicholes (Ancestral mythology of a people),Usos reservados para consulta in situ,,"Huichol,  español",,"Español, Inglés",DVD,1 dvd,copia de producción ,Color,Digital 5.1,PAL Digital,,Reproductor DVD y monitor
MXIM-AV-1-12-178,"Rarámuri, religious celebrations",Usos reservados para consulta in situ,,"Rarámuri, español",,"Español, Inglés",DVD,1 dvd,copia de producción ,Color,Digital 5.1,PAL Digital,,Reproductor DVD y monitor
MXIM-AV-1-12-179,Refugee,Usos reservados para consulta in situ,,"Inglés, ¿Khmer (idioma oficial de Cambodia)?",,inglés,DVD,,,Color,,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-180,Tlatelolco. Las claves de la masacre,Usos reservados para consulta in situ,,Español,,,VHS,2 vhs / 2 dvd,vhs y 1 dvd copia de producción / 1 dvd copia,Color/Blanco y negro,,NTSC,,Reproductor VHS y monitor
MXIM-AV-1-12-181,Toro negro,Usos reservados para consulta in situ,,"Español, maya",,Inglés,DVD,1 dvd,copia,color,Stéreo,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-182,Ultimas Memorias vivas,Usos reservados para consulta in situ,,Español,,,,1 dvd,copia de producción,Color,,,,
MXIM-AV-1-12-183,"1968, La conexión americana",Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia de producción,"Color, Blanco y negro",Estéreo,NTSC,multiregión,Reproductor DVD y monitor
MXIM-AV-1-12-184,Un viaje por el cine mexicano de ciencia ficcion. Conferencia El futuro más aca.,Usos reservados para consulta in situ,,Español,,,VHS,1 vhs / 1 dvd,copias,"color, branco y negro",,NTSC,,Reproductor VHS y monitor
MXIM-AV-1-12-185,Una mirada al corazón,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copias,Color,,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-186,Una tradición que perdura. El amor a los muertos en Tláhuac,Usos reservados para consulta in situ,,Español,,,VHS,1 vhs / 1 dvd,vhs copia de producción / dvd copia,Color,,NTSC,,Reproductor VHS y monitor
MXIM-AV-1-12-187,UNAM 1999-2000 ¿Qué pasó con la huelga?,Usos reservados para consulta in situ,,Español,,,VHS,1 vhs / 1 dvd,copias,Color,,NTSC,,Reproductor VHS y monitor
MXIM-AV-1-12-188,"Viennale Festival Trailers, Ten little films, 1995-2003",Usos reservados para consulta in situ,,,,,DVD / VHS,1 vhs / 1 dvd,copias,Color / Blanco y negro,Mono,NTSC,,Reproductor VHS / DVD y monitor
MXIM-AV-1-12-188-1,Film Spricht Viele Sprachen,Usos reservados para consulta in situ,,,,,,,,,,,,
MXIM-AV-1-12-188-2,Film ist Mehr,Usos reservados para consulta in situ,,,,,,,,,,,,
MXIM-AV-1-12-188-3,Psycho,Usos reservados para consulta in situ,,,,,,,,,,,,
MXIM-AV-1-12-188-4,Pieta,Usos reservados para consulta in situ,,,,,,,,,,,,
MXIM-AV-1-12-188-5,Get ready,Usos reservados para consulta in situ,,,,,,,,,,,,
MXIM-AV-1-12-188-6,Breeze,Usos reservados para consulta in situ,,,,,,,,,,,,
MXIM-AV-1-12-188-7,Elvis,Usos reservados para consulta in situ,,,,,,,,,,,,
MXIM-AV-1-12-188-8,Wien und Mozart,Usos reservados para consulta in situ,,,,,,,,,,,,
MXIM-AV-1-12-188-9,SB,Usos reservados para consulta in situ,,,,,,,,,,,,
MXIM-AV-1-12-188-10,Carte de Visite,Usos reservados para consulta in situ,,,,,,,,,,,,
MXIM-AV-1-12-189,"Vision de los vencidos: Capítulo I Los hijos del sol, los hombres de maíz.",Usos reservados para consulta in situ,,"Náhuatl, español",Español,,VHS,1 vhs ,copia de producción,Color,,,,Reproductor VHS y monitor
MXIM-AV-1-12-190,"Visión de los vencidos, Capitulo II: El diálogo con la naturaleza. Los presagios y los pedimentos",Usos reservados para consulta in situ,,"Náhuatl, español",Español,,VHS,1 vhs ,copia de producción,Color,,,,Reproductor VHS y monitor
MXIM-AV-1-12-191,Vision de los vencidos: Capítulo III Los mensajeros y las ofrendas,Usos reservados para consulta in situ,,"Náhuatl, español",Español,,VHS,1 vhs ,copia de producción,Color,,,,Reproductor VHS y monitor
MXIM-AV-1-12-192,"Visión de los vencidos, Capitulo IV: Hijitos míos, ¿qué será de vosotros?",Usos reservados para consulta in situ,,"Náhuatl, español",Español,,VHS,1 vhs ,copia de producción,Color,,,,Reproductor VHS y monitor
MXIM-AV-1-12-193,Vision de los vencidos: Capítulo V La ruta de la conquista. La espada y la cruz,Usos reservados para consulta in situ,,"Náhuatl, español",Español,,VHS,1 vhs ,copia de producción,Color,,,,Reproductor VHS y monitor
MXIM-AV-1-12-194,"Visión de los vencidos, CapítuloVI: El encuentro y la traición",Usos reservados para consulta in situ,,"Náhuatl, español",Español,,VHS,1 vhs ,copia de producción,Color,,,,Reproductor VHS y monitor
MXIM-AV-1-12-195,Vision de los vencidos: Capítulo VII La rebelión,Usos reservados para consulta in situ,,"Náhuatl, español",Español,,VHS,1 vhs ,copia de producción,Color,,,,Reproductor VHS y monitor
MXIM-AV-1-12-196,"Visión de los vencidos, Capitulo VIII: La peste. La fatalidad",Usos reservados para consulta in situ,,"Náhuatl, español",Español,,VHS,1 vhs ,copia de producción,Color,,,,Reproductor VHS y monitor
MXIM-AV-1-12-197,Vision de los vencidos: Capítulo XIX El acoso y la derrota. La caida del águila,Usos reservados para consulta in situ,,"Náhuatl, español",Español,,VHS,1 vhs ,copia de producción,Color,,,,Reproductor VHS y monitor
MXIM-AV-1-12-198,"Visión de los vencidos, Capitulo X: Lo que siguió",Usos reservados para consulta in situ,,"Náhuatl, español",Español,,VHS,1 vhs ,copia de producción,Color,,,,Reproductor VHS y monitor
MXIM-AV-1-12-199,Gumbo,Usos reservados para consulta in situ,,Inglés,Español,Español-Inglés,DVD,1 dvd,copia de producción,Color/Blanco y negro,Dolby Digital,,,Reproductor DVD y monitor
MXIM-AV-1-12-200,El regalo,Usos reservados para consulta in situ,,Inglés,Español,Español-Inglés,DVD,1 dvd,copia de producción,Color/Blanco y negro,Dolby Digital,,,Reproductor DVD y monitor
MXIM-AV-1-12-201,Nuestro lenguaje,Usos reservados para consulta in situ,,Inglés,Español,Español-Inglés,DVD,1 dvd,copia de producción,Color/Blanco y negro,Dolby Digital,,,Reproductor DVD y monitor
MXIM-AV-1-12-202,La verdadera bienvenida,Usos reservados para consulta in situ,,Inglés,Español,Español-Inglés,DVD,1 dvd,copia de producción,Color/Blanco y negro,Dolby Digital,,,Reproductor DVD y monitor
MXIM-AV-1-12-203,Swing. Puro placer,Usos reservados para consulta in situ,,Inglés,Español,Español-Inglés,DVD,1 dvd,copia de producción,Color/Blanco y negro,Dolby Digital,,,Reproductor DVD y monitor
MXIM-AV-1-12-204,Swing. La velocidad de la celebración,Usos reservados para consulta in situ,,Inglés,Español,Español-Inglés,DVD,1 dvd,copia de producción,Color/Blanco y negro,Dolby Digital,,,Reproductor DVD y monitor
MXIM-AV-1-12-205,El swing con el cambio,Usos reservados para consulta in situ,,Inglés,Español,Español-Inglés,DVD,1 dvd,copia de producción,Color/Blanco y negro,Dolby Digital,,,Reproductor DVD y monitor
MXIM-AV-1-12-206,Dedicado al caos,Usos reservados para consulta in situ,,Inglés,Español,Español-Inglés,DVD,1 dvd,copia de producción,Color/Blanco y negro,Dolby Digital,,,Reproductor DVD y monitor
MXIM-AV-1-12-207,Riesgo,Usos reservados para consulta in situ,,Inglés,Español,Español-Inglés,DVD,1 dvd,copia de producción,Color/Blanco y negro,Dolby Digital,,,Reproductor DVD y monitor
MXIM-AV-1-12-208,Irresistible,Usos reservados para consulta in situ,,Inglés,Español,Español-Inglés,DVD,1 dvd,copia de producción,Color/Blanco y negro,Dolby Digital,,,Reproductor DVD y monitor
MXIM-AV-1-12-209,La aventura,Usos reservados para consulta in situ,,Inglés,Español,Español-Inglés,DVD,1 dvd,copia de producción,Color/Blanco y negro,Dolby Digital,,,Reproductor DVD y monitor
MXIM-AV-1-12-210,Una obra maestra a medianoche,Usos reservados para consulta in situ,,Inglés,Español,Español-Inglés,DVD,1 dvd,copia de producción,Color/Blanco y negro,Dolby Digital,,,Reproductor DVD y monitor
MXIM-AV-1-12-211,Innovation for Development: The voices of Globelics,Usos reservados para consulta in situ,,Inglés,,,DVD,1 dvd,copia,Color,,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-212,"Movimiento Indígena Equatoriano: Lutas Locais, Resistencias Globais",Usos reservados para consulta in situ,,"Kichwa (Quechua),  Español",,"Portugués, español",DVD,1 dvd,copia de producción,Color,,,,Reproductor DVD y monitor
MXIM-AV-1-12-213,Análisis cinematográfico: Una introducción,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia de producción,Color,,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-214,Documentales y cortometrajes de  Werner Herzog (Antología),Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,Blanco y negro,,NTSC,Región 2,Reproductor DVD y monitor de TV
MXIM-AV-1-12-215,Etienne Samain de um caminho a outro,Usos reservados para consulta in situ,,Portugués,,,DVD ,1 dvd,copia de producción,Color,,NTSC,,Reproductor DVD y Monitor 
MXIM-AV-1-12-216,Giséle Omindarewa,Usos reservados para consulta in situ,,"Portugués, Francés, Yorubá",,Portugués,DVD ,1 dvd,copia de producción,Color,,NTSC,,Reproductor DVD y Monitor 
MXIM-AV-1-12-217,Berlin: Die Sinfonie der Großstadt (Berlín: Sinfonia de una ciudad),Usos reservados para consulta in situ,,Película muda,,,DVD,,,Blanco y negro,,,,Reproductor DVD y Monitor 
MXIM-AV-1-12-218,Onces ,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia,Blanco y negro,,,,Reproductor DVD y Monitor 
MXIM-AV-1-12-219,Granito de arena,Usos reservados para consulta in situ,,"Español, inglés",,Portugués,DVD ,2 dvd,copias,Color,,,,Reproductor DVD y Monitor 
MXIM-AV-1-12-220,Un poquito de tanta verdad,Usos reservados para consulta in situ,,Espñaol,,,DVD ,1 dvd,copia,Color,,,,Reproductor DVD y Monitor 
MXIM-AV-1-12-221,El inmortal,Usos reservados para consulta in situ,,Español,,"Inglés, español",DVD,1 dvd ,copia de producción,Color,Dolby Digital 2.0,,región 0,Reproductor DVD y Monitor 
MXIM-AV-1-12-222,Sweet crude,Usos reservados para consulta in situ,,Inglés,,"Español, francés, inglés",DVD ,1 dvd,copia ,Color,,,,Reproductor DVD y Monitor 
MXIM-AV-1-12-223,La cuenca del Río Tepalcatepec,Usos reservados para consulta in situ,,Español,,,DVD ,1 dvd ,copia de producción,Color,,,,Reproductor DVD y Monitor 
MXIM-AV-1-12-224,Historias arqueológicas del Bajío Zaragoza,Usos reservados para consulta in situ,,Español,,,DVD ,1 dvd ,copia de producción,Color,,,,Reproductor DVD y Monitor 
MXIM-AV-1-12-225,"Oficio de paciencia, la tradición del queso Cotija",Usos reservados para consulta in situ,,Español,,,DVD ,1 dvd ,copia de producción,Color,,,,Reproductor DVD y Monitor 
MXIM-AV-1-12-226,"Curutarán, reserva patrimonial",Usos reservados para consulta in situ,,Español,,,DVD ,1 dvd ,copia de producción,Color,,,,Reproductor DVD y Monitor 
MXIM-AV-1-12-227,Nacional  206,Usos reservados para consulta in situ,,Protugués,,Inglés,DVD ,3 dvd,1 copia de producción / 2 copias,Color,,,,Reproductor DVD y monitor
MXIM-AV-1-12-228,El paraíso de Hafner,Usos reservados para consulta in situ,,Alemán,,Español,DVD ,1 dvd ,copia de producción,Color,Dolby Digital,,región 4,Reproductor DVD y monitor
MXIM-AV-1-12-229,School Scapes: scenes from a school in South India,Usos reservados para consulta in situ,,,,,DVD ,1 dvd,copia,Color,,PAL,,Reproductor DVD  y monitor
MXIM-AV-1-12-230,Memorias en la vía,Usos reservados para consulta in situ,,Español,,,VHS,,,"Color, blanco y negro",,,,Reproductor VHS  y monitor
MXIM-AV-1-12-231,"Mexicanerías, La construcción del méxico tipico",Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia de producción ,"Color, blanco y negro",,,,Reproductor DVD  y monitor
MXIM-AV-1-12-232,Senderos,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia de producción,,,,,
MXIM-AV-1-12-233,Formas de habitar en una urbanización no regulada,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia de producción,"Color, blanco y negro",,,,Reproductor DVD  y monitor
MXIM-AV-1-12-234,"Terremoto en Colima, enero de 2003",Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia de producción,Color,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-235,Acuarelas del mundo maya,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia de producción,Color,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-236,Extrayendo y llevando agua a casa,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia de producción,"Color, blanco y negro",,,,Reproductor DVD  y monitor
MXIM-AV-1-12-237,La vida cotidiana de los migrantes en méxico y en los Estados Unidos,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia de producción,"Color, blanco y negro",,,,Reproductor DVD  y monitor
MXIM-AV-1-12-238,Historia Argentina 1973-1976,Usos reservados para consulta in situ,,Español,,,VHS,1 vhs,copia de producción,"Color, blanco y negro",,PAL,,Reproductor VHS y monitor 
MXIM-AV-1-12-239,Historia Argentina 1976-1978,Usos reservados para consulta in situ,,Español,,,VHS,1 vhs,copia de producción,"Color, blanco y negro",,PAL,,Reproductor VHS y monitor 
MXIM-AV-1-12-240,Historia Argentina 1978-1983,Usos reservados para consulta in situ,,Español,,,VHS,1 vhs,copia de producción,"Color, blanco y negro",,PAL,,Reproductor VHS y monitor 
MXIM-AV-1-12-241,"El Salitre, esbozo de una historia en fuga",Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-242,Film ist.(7-12),Usos reservados para consulta in situ,,,,,DVD / VHS,1 vhs / 1 dvd,copia,"Color, Blanco y negro",,,,Reproductor VHS/DVD  y monitor
MXIM-AV-1-12-243,Señorita extraviada,Usos reservados para consulta in situ,,"Español, inglés",,español,DVD,1 dvd,copia de producción,Color,Audio Stereo,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-244,De aquí soy: Historias de unidad habitacional,Usos reservados para consulta in situ,,Español,,,DVD,,,"Blanco y negro,  color",,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-245,La Merced a través de la mirada de sus mujeres,Usos reservados para consulta in situ,,Español,,,DVD,,,"Blanco y negro,  color",,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-246,La clase media juvenil ¿la era de las marcas?,Usos reservados para consulta in situ,,Español,,,DVD,,,"Blanco y negro,  color",,NTSC,,
MXIM-AV-1-12-247,Ritual de la tocada: 30 años de punk en el Ajusco y Jalalpa,Usos reservados para consulta in situ,,Español,,,DVD,,,,,NTSC,,
MXIM-AV-1-12-248,Hasta aquí llegó el Mal…verde,Usos reservados para consulta in situ,,Español,,,DVD,,,,,NTSC,,
MXIM-AV-1-12-249,¡San Juditas… power!,Usos reservados para consulta in situ,,Español,,,DVD,,,,,NTSC,,
MXIM-AV-1-12-250,Pulkatas,Usos reservados para consulta in situ,,Español,,,DVD,,,,,NTSC,,
MXIM-AV-1-12-251,Culhuacán de lo rural a lo urbano,Usos reservados para consulta in situ,,Español,,,DVD,,,,,NTSC,,
MXIM-AV-1-12-252,Con suerte… volveremos,Usos reservados para consulta in situ,,Español,,,DVD,,,,,NTSC,,
MXIM-AV-1-12-253,"El juego de rol, vidas alternas",Usos reservados para consulta in situ,,Español,,,DVD,,,,,NTSC,,
MXIM-AV-1-12-254,Información ¿Derecho y obligación?,Usos reservados para consulta in situ,,Español,,,DVD,,,,,NTSC,,
MXIM-AV-1-12-255,"Campamento 2 de octubre, nuestra casa o nuestra tumba",Usos reservados para consulta in situ,,Español,,,DVD,,,Color/Blanco y negro,,,,Reproductor DVD y monitor de TV
MXIM-AV-1-12-256,Nemi Zapata: historia oral del movimiento zapatista en Milpa Alta,Usos reservados para consulta in situ,,"Español, náhuatl",,español,DVD,,,Color/Blanco y negro,,,,Reproductor DVD y monitor de TV
MXIM-AV-1-12-257,Antes que nos olviden,Usos reservados para consulta in situ,,Español,,,DVD,,,Color,,,,Reproductor DVD y monitor de TV
MXIM-AV-1-12-258,Miradas jóvenes. Memorias de mi pueblo,Usos reservados para consulta in situ,,Español,,,DVD,,,Color/Blanco y negro,,,,Reproductor DVD y monitor de TV
MXIM-AV-1-12-259,Les glaneurs et la glaneuse,Usos reservados para consulta in situ,,Francés,,Inglés,DVD,,,Color,Stéreo,PAL,Región 9,Reproductor VHS y monitor de TV
MXIM-AV-1-12-260,Les glaneurs et la glaneuse: Deux ans après,Usos reservados para consulta in situ,,"Francés, español",,Inglés,DVD,,,Color,Stéreo,PAL,Región 9,Reproductor VHS y monitor de TV
MXIM-AV-1-12-261,El milagro mexicano,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd ,copia de producción,"Color, Blanco y negro",,NTSC,Región 0,Reproductor DVD y monitor
MXIM-AV-1-12-262,Viva la discrepancia,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd ,copia de producción,"Color, Blanco y negro",,NTSC,Región 0,Reproductor DVD y monitor
MXIM-AV-1-12-263,Todo tiene un límite,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd ,copia de producción,"Color, Blanco y negro",,NTSC,Región 0,Reproductor DVD y monitor
MXIM-AV-1-12-264,"Tlatelolco, 2 de octubre",Usos reservados para consulta in situ,,Español,,,DVD,1 dvd ,copia de producción,"Color, Blanco y negro",,NTSC,Región 0,Reproductor DVD y monitor
MXIM-AV-1-12-265,El canto del cisne,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd ,copia de producción,"Color, Blanco y negro",,NTSC,Región 0,Reproductor DVD y monitor
MXIM-AV-1-12-266,The lost doll…,Usos reservados para consulta in situ,,Inglés,,,DVD,1 dvd ,copia de producción,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-267,Private,Usos reservados para consulta in situ,,Inglés,,,DVD,,,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-268,Punk!,Usos reservados para consulta in situ,,Inglés,,,DVD,,,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-269,The tenderloin just another hood,Usos reservados para consulta in situ,,Inglés,,,DVD,,,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-270,Table for Thu,Usos reservados para consulta in situ,,Inglés,,,DVD,,,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-271,Point… we´re not aliens,Usos reservados para consulta in situ,,Inglés,,,DVD,,,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-272,Just deal wit it,Usos reservados para consulta in situ,,Inglés,,,DVD,,,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-273,The seven of us,Usos reservados para consulta in situ,,Inglés,,,DVD,,,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-274,Express Lane,Usos reservados para consulta in situ,,Inglés,,,DVD,,,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-275,Get off your koot!,Usos reservados para consulta in situ,,Inglés,,,DVD,,,"Color, blanco y negro",,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-276,TLXmas,Usos reservados para consulta in situ,,Inglés,,,DVD,,,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-277,TL Style,Usos reservados para consulta in situ,,Inglés,,,DVD,,,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-278,School daze,Usos reservados para consulta in situ,,Inglés,,,DVD,,,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-279,Freedom on the block?,Usos reservados para consulta in situ,,Inglés,,,DVD,,,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-280,Who I become,Usos reservados para consulta in situ,,Inglés,,,DVD,,,Color,,NTSC,,Reproductor DVD  y monitor
