"codigo_de_referencia","titulo_propio","titulo_paralelo","titulo_atribuido","titulo_de_serie","numero_de_programa","pais","fecha","duracion","investigacion","realizacion","direccion","guion","adaptacion","idea_original","fotografia","fotografia_fija","edicion","sonido_grabacion","sonido_edicion","musica_original","musicalizacion","voces","actores","animacion","otros_colaboradores"
"MXIM-AV-1-12-276","TL Xmas","Navidad en TL","","Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: DIGI-TL","","Estados Unidos","2005","00:19:43","","Spencer Nakasako/Sokly Don Bonus Ny","","","","","","","","","","","","","","",""
"MXIM-AV-1-12-277","TL Style","Estilo TL","","Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: DIGI-TL","","Estados Unidos","2005","00:10:54","","Paul Meas, David Mark","","","","","","","Paul Meas","","","","","","","",""
"MXIM-AV-1-12-278","School daze","El aturdimiento escolar","","Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: DIGI-TL","","Estados Unidos","2005","00:06:10","","Spencer Nakasako","","","","","","","Patrick Quoc Nguyen","","","","","","","",""
"MXIM-AV-1-12-279","Freedom on the block?","¿Libretad en la cuadra?","","Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: DIGI-TL","","Estados Unidos","2005","00:06:00","","Sammy Soven/ James Varian","","","","","","","","","","","","","","",""
"MXIM-AV-1-12-28","Siza Vieira O arquitecto e a cidade velha","Álvaro Siza: El arquitecto y la Ciudad Vieja","","","","Portugal, Francia","2001","01:12:00","","Catarina Alves Costa","","","","","Catarina Alves Costa, Joao Ribeiro","","Dominique Paris, Pedro Duarte","Olivier Blanc","","","","","","",""
"MXIM-AV-1-12-280","Who I became","En lo que me convertí","","Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: Now and then","","Estados Unidos","2003","00:19:32","","Mike Siv, Aram Collier","","","","","Mike Siv, Aram Collier","","Mike Siv, Aram Collier","Lisa Baro, Leroy Clark","Sirius Sound","","","","","",""
"MXIM-AV-1-12-281","Homegirls can have fun too!","Las chicas del barrio también pueden divertirse","","Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: Now and then","","Estados Unidos","2005","00:00:17","","Timmy Hoang","","Sara Sin, Channaly P.","","","Timmy Hoang, May Ton, Vana Lam","","Timmy hoang, Vana Lam, Sara Sin, tracy Diep, May Ton, Toubi Sourichone, Monica Kong","","","","","","Toubi Sourichone, Tracy Diep, Spencer Nakasako, Glades Perreras, Billy Troung, Don Bonus, Joe San","",""
"MXIM-AV-1-12-282","Compromiso cumplido","","","","","México","2007","01:10:58","","Roberto Olivares","","","","","","Raúl Estrella","","","","","","","","",""
"MXIM-AV-1-12-283","O sitio de Castelo Velho","El sitio del Castillo Viejo","","","","Portugal","2005","00:52:43","","Catarina Alves Costa","","","","","Catarina Alves Costa, Paulo Menezes","","Pedro Duarte","Armanda Carvalho, catarina Mourao, Olivier Blanc","","","Sull Lull, Jan Garbarek","","","",""
"MXIM-AV-1-12-284","A seda é um mistério","El misterio de la seda","","","","Portugal","2003","00:36:00","","Catarina Alves Costa","","","","","Catarina Alves Costa","","Pedro Duarte","Olivier Blanc","Olivier Blanc","","","","","",""
"MXIM-AV-1-12-285","Thrilla in Manila","","","","","Estados Unidos","2008","01:40:00","","John Dower","","","","","","","","","","","","","","",""
"MXIM-AV-1-12-286","Capturing the Friedmans","Capturando a los Friedmans","","","","Estados Unidos","2003","01:47:00","","Andrew Jarecki","","","","","Adolfo Doring","","Richard Hankin","John Gurrin","Ira Spiegel, Marlena Grzaslewicz","Andrea Morricone,Andrew Jarecki Marc","","","","",""
"MXIM-AV-1-12-287","Audiovisuales de los Caracoles Zapatistas","","","","","México","2005","00:00:00","","","","","","","","","","","","","","","","",""
"MXIM-AV-1-12-288","The life of the women in resistance","","","Audiovisuales de los Caracoles Zapatistas","","","2005","00:17:16","","","","","","","Nicolasa, María, Fredy, Antonio, Manuel, Antonio, Miguel, José Guadalupe, Paulino, Arnulfo, Guadalupe","","Moisés","Miguel, José Guadalupe","","voces de la resistencia","","","","",""
"MXIM-AV-1-12-289","Xulum´Chon Weavers in resistence from the highlands","","","Audiovisuales de los Caracoles Zapatistas","","","2002","00:15:32","","José Luis","","","","","José Luis","","José Luis","José Luis, Paco","","","","","","",""
"MXIM-AV-1-12-29","Deux films d´Agnes Varda","","","","","Francia","2002","02:23:33","","","Agnes Varda","","","","","","","","","Joanna Bruzdowich","","","","",""
"MXIM-AV-1-12-290","Women´s hamdicraft cooperative for dignity","","","Audiovisuales de los Caracoles Zapatistas","","","2004","00:00:00","","","","","","","Jorge","","Jorge","Manuel","","","","","","",""
"MXIM-AV-1-12-291","Manufactured Landscapes","Paisajes transformados","","","","Canadá","2006","01:22:52","","Jennifer Baichwal","","","","","Peter Mettler","","Roland Schlimme","","","","","","","",""
"MXIM-AV-1-12-292","El olvido","","","","","Holanda","2008","01:32:02","Heddy Honigmann, Sonia Goldenberg","Heddy Honigmann","","Heddy Honigmann, Judith Vreriks, Sonia Goldenberg","","","Adri Schover","","Dannniel Danniel, Jessica de Koning","Piotr Van Dijk","","","","","","",""
"MXIM-AV-1-12-293","Forever","Para siempre","","","","Holanda","2006","01:35:00","Heddy Honigmann, Nosh Van Der Lely, Judith Vreriks, Ester Gould, Danielle Wilde","Heddy Honigman","","","","","Robert Alazraki","","Danniel Danniel","","","","","","","",""
"MXIM-AV-1-12-294","Raymundo","","","","","Argentina","2002","02:07:00","","","Ernesto Ardito, Virna Molina","","","","","","","","","","","","","",""
"MXIM-AV-1-12-295","Mundo de niños","","","","","Perú","2007","00:24:00","","","Fernando Torres","","","","","","","","","","","","","",""
"MXIM-AV-1-12-296","Practica e maestria","Práctica y maestría","","","","Italia","2005","00:47:00","","","Rossella Schillaci","","","","","","","","","","","","","",""
"MXIM-AV-1-12-297","Profils paysans","Perfiles Campesinos: Lo Cotidiano","","","Capítulo 2: le quotidien","Francia","2001","01:28:00","","Raymond Depardon","","","","","","","","","","","","","","",""
"MXIM-AV-1-12-298","Imágenes de una dictadura","","","","","Canadá, Chile, España","2004","00:55:00","","Patricio Henríquez","","Patricio Henríquez","","","","","Jean MarieDrot","Jorge Báez , Pepe de la Vega","Guillaume Boursier","","Robert Marcel Lepage","","","",""
"MXIM-AV-1-12-299","Barrón, el pueblo hilador de su historia","","","","","México","","01:05:00","","Gilberto Vargas Arana, Carlos A. Hernández Dávila","","","","","","","","","","","","","","",""
"MXIM-AV-1-12-3","A grande experiencia","","","","","Brasil","2002","00:55:47","","Daniel Pedroso","","Daniel Pedroso","","","Dagoberto Rocha, Sadil Breda","","Julio Ferreira","","","","Vagner Conha","","","","Postproducción:André Celia, Supervisión pedagógica: José Alberto Baldissera y Beatriz Vasconcelos Franzen"
"MXIM-AV-1-12-30","The filth and the fury. A Sex Pistols film","La mugre y la furia","","","","Inglaterra","2000","01:43:00","","Julien Temple","","","","","","","Niven Howie","","","","","","","The Farm, Soho Square",""
"MXIM-AV-1-12-300","Janela Da Alma","Ventana del alma","","","","Brasil","2004","01:11:49","","Walter Carvalho, Joao Jardim","","","","","","","","","","","","","","",""
"MXIM-AV-1-12-301","La bella o la bestia","Las aventuras de Embarrito","","7ma Muestra de nuevos realizadores ICAIC","Disco 1","Cuba","2008","00:06:00","","Yimit R. González","","Yimit Ramírez","","","Yimit Ramírez","","Yimit Ramírez","","Raphox Siez","Yazle Liván Suárez","","","","Yimit Ramírez",""
"MXIM-AV-1-12-302","La catedral sumergida","","","7ma Muestra de nuevos realizadores ICAIC","Disco 1","Cuba","2008","00:06:00","","Yolyanko William","Yolyanko William","Yolyanko William","","","","","Liliana Hernández","","Jorge Guevara","Isao Tomita","","","","Yolyanko William",""
"MXIM-AV-1-12-303","Ex-Ergo","","","7ma Muestra de nuevos realizadores ICAIC","Disco 1","Cuba","2008","00:01:00","","Yolyanko William","Yolyanko William","Yolyanko William","","","Mayckell Padreiro","","Liliana Hernández","","Jorge Guevara","","","Irene Papas","","Yolyanko William",""
"MXIM-AV-1-12-304","Destino M6","","","7ma Muestra de nuevos realizadores ICAIC","Disco 1","Cuba","2008","00:09:00","","Raymel Casamayor","Harold Zamourú","Gretel Medina, Raymel Casamyor","","","René Martínez","","Fabricio Deza","","José Tuñon","Signiel Macías","","Samuel Fernández","","",""
"MXIM-AV-1-12-305","Ella trabaja","","","7ma Muestra de nuevos realizadores ICAIC","Disco 1","Cuba","2008","00:17:00","","Jesús M. Hernández","","Jesús M. Hernández, Carlos O. de las Cajigas","","","Carlos Ernesto","","Carlos O. de las Cajigas","","Velia Díaz","","","","","",""
"MXIM-AV-1-12-306","El fin de nuestros afanes","","","7ma Muestra de nuevos realizadores ICAIC","Disco 1","Cuba","2008","00:17:00","","Heiking T. Hernández","","Heiking T. Hernández","","","Luis Rubén Borges, Mandy García","","Miriam Quintana","","Zaúl Martínez","","","","","",""
"MXIM-AV-1-12-307","Guanabo 23","","","7ma Muestra de nuevos realizadores ICAIC","Disco 1","Cuba","2008","00:10:00","","Liván Magdaleno, Beatríz García y Evelio León","Beatríz García, Liván Magdaleno y Evelio León","Liván Magdaleno","","Evelio León","Abel Raymon, Yanelvis González","","Abel Raymond, Beatriz García","","Liván Magdaleno, Beatríz García","","Beatriz garcía, Liván A.Magdaleno","","","",""
"MXIM-AV-1-12-308","Zona de silencio","","","7ma Muestra de nuevos realizadores ICAIC","Disco 1","Cuba","2008","00:40:00","","Karel Ducasse","Vladimir García y Javier García","Karel Ducasse","","","Víctor F. Vinuesa","","David Nicle","","Esteban Vázquez, Erick Corvalán","","","","","",""
"MXIM-AV-1-12-309","Reconstruyendo al héroe","","","7ma Muestra de nuevos realizadores ICAIC","Disco 1","Cuba","2008","00:05:00","","Javier Castro","Javier Castro","Javier Castro","","","Javier Castro","","Luis Gárciga","","Javier Castro","","","","","",""
"MXIM-AV-1-12-31","Diosa en el silencio azul. Isla Guadalupe, santuario del tiburon blanco.","","","","","México","2006","00:33:23","","Romeo Saldívar","","Mario Jaime","","","Romeo Saldívar","Craig Reed","","","","","","Alejandra Carmona, Mario Jaime","Karen Oceguera, Jorge Luis López Velázquez","",""
"MXIM-AV-1-12-310","La guerra de las canicas","","","7ma Muestra de nuevos realizadores ICAIC","Disco 1","Cuba","2008","00:11:00","","Wilbert Noguel, Adrián Ricardo Hartill","","Wilbert Noguel","","","Acosta","","Yoelvis Rodríguez","","Luis Acosta","Elvira Peña","","","Lester Noguel, William Quintana, Apdiel y Yoel","",""
"MXIM-AV-1-12-311","El grito","","","7ma Muestra de nuevos realizadores ICAIC","Disco 1","Cuba","2008","00:04:00","","Milena Almira","Milena Almira","Milena Almira","","","Manuel Benito del Valle","","Milena Almira","","Milena Almira","","","","Raúl Capote, Ariadna Delgado","",""
"MXIM-AV-1-12-312","Las flores feas","","","7ma Muestra de nuevos realizadores ICAIC","Disco 1","Cuba","2008","00:09:00","","Harold Rensoli","","Harold Rensoli","","","Alexis de la O, Harold Rensoli","","Almicar Rensoli","","Alexis de la O","Nacional Electrónica","","Samuel Riera, Alexis de la O, Norma González, Alejandro Riera, Harold Rensoli","","",""
"MXIM-AV-1-12-313","Japibeibituyu","","","7ma Muestra de nuevos realizadores ICAIC","Disco 1","Cuba","2008","00:17:00","","Javier Cepero","Javier Cepero","Javier Cepero, Chistofer Elías","","","Javier Cepero","","Javier Cepero","","Javier Cepero","","","","René García, Orlando Gorris, Malcom Villavicenco, Eduardo Figen, Mabel Vidal, Grettel Sánchez, Javier Cepero","",""
"MXIM-AV-1-12-314","Pucha vida","","","7ma Muestra de nuevos realizadores ICAIC","Disco 1","Cuba","2008","00:13:00","","Nazly Lopez","Nazly Lopez","Nazly Lopez","","","Nazly Lopez","","Fabricio Deza","","Nazly Lopez, Diego A. Mondaca, José Romel","Rafael Calvacanti","","","","",""
"MXIM-AV-1-12-315","Cablefaction","","","7ma Muestra de nuevos realizadores ICAIC","Disco 2","Cuba","2008","00:07:00","","Jarol Cuéllar","","Jarol Cuéllar","","","Jarol Cuéllar","","Orelvis Padrón","Grupo C-11","","","","","","Pedro Luis Cuéllar",""
"MXIM-AV-1-12-316","El propietario","","","7ma Muestra de nuevos realizadores ICAIC","Disco 2","Cuba","2008","00:07:00","","Ernesto Piña, Wilber Noguel","","Wilber Noguel, Ernesto Pila","","","Wilber Noguel, Ernesto Piña","","Virgilio González","","Carlos Fernández, Jorge Guevara","Elvira Peña","","","","Adanoe Lima",""
"MXIM-AV-1-12-317","Cómo construir u barco","","","7ma Muestra de nuevos realizadores ICAIC","Disco 2","Cuba","2008","00:13:00","","Susana Barriga","","Manuel Cárcamo, Susana Barriga","","","Daniela Cajías","","Mariana Barioni","","Rubén Valdés","","","","","",""
"MXIM-AV-1-12-318","Patria","","","7ma Muestra de nuevos realizadores ICAIC","Disco 2","Cuba","2008","00:14:00","","Susana Barriga","","Susana Barriga, Fabio Bastías","","","Susana Barriga","","Aldo Fabián","","Alana Simoes, Valeria Mancheva","","","","","",""
"MXIM-AV-1-12-319","Extravío","","","7ma Muestra de nuevos realizadores ICAIC","Disco 2","Cuba","2008","00:20:00","","Danielis Hernández","","Danielis Hernández","","","Danielis Hernández","","Danielis Hernández, Nico Meissner","","Angie Hernández","","","","Danielis Hernández, Andrew Connor","",""
"MXIM-AV-1-12-32","Obras documentais de Alain Resnais","","","","","Potugal","2008","00:53:00","","Alain Resnais, Robert Hessens","","Raymund Quereau,","","","Ghislain","","","","","Guy Bernard , Maurice Jarre","Pierre Barbaud","Jaques Dumesnil, Pierre Dux","","",""
"MXIM-AV-1-12-320","13000","","","7ma Muestra de nuevos realizadores ICAIC","Disco 2","Cuba","2008","00:14:00","","Jose Luis Barber","","Jorge Prieto, José Luis Barber","","Jorge Prieto","José Luis Barber","","José Luis Barber","","","","","","","",""
"MXIM-AV-1-12-321","Te quiero mucho","","","7ma Muestra de nuevos realizadores ICAIC","Disco 2","Cuba","2008","00:06:00","","Armando Capó","","Armando Capó","","","Yoel Álvarez","","Ilka M. Valdés","","Angie Hernández","Nacional Electrónica","","","Sergio Alcántara, Eduardo Santiesteban, Deynis González, Joaquín Octavio,","",""
"MXIM-AV-1-12-322","El patio de mi casa","","","7ma Muestra de nuevos realizadores ICAIC","Disco 2","Cuba","2008","00:13:00","","Patricia Ramos","Alain Ortíz","Patricia Ramos","","","Lily Suárez","","Enrique Ríos","","Osmani Oliviane","Juan Antonio Leyva, Magda Galván","","","Beatríz Viñas, Marina del Río, Norberto Blanco y René de la Cruz","Pedro Luis Cuellar",""
"MXIM-AV-1-12-323","Tierra roja","","","7ma Muestra de nuevos realizadores ICAIC","Disco 2","Cuba","2008","00:18:00","","Heidi Hassam","Heidi Hassam","Heidi Hassam","","","Gregory Bindchandler","","Heidi Hassam","","Cedric Fulckiger","","","","Mariana Silla","",""
"MXIM-AV-1-12-324","Trovador","","","7ma Muestra de nuevos realizadores ICAIC","Disco 2","Cuba","2008","00:19:00","","Sebastían Miló","Sebastían Miló","Sebastían Miló","","","Edena Bacallao, Daini Basalto","","Marcos Jouit","","Tony Carreras","","","","Pedro Flores, Sandra Pérez, Monica Guffanti, Héctor Echemendía, Mayda Romero.","",""
"MXIM-AV-1-12-325","La bestia","","","7ma Muestra de nuevos realizadores ICAIC","Disco 2","Cuba","2008","00:13:00","","Hilda Elena Vega","Harol Lamoru","Hilda Elena Vega","","","Daniel Massip, Yniel Mentado","","Hilda Elena Vega","","Eduardo Egüez","","","","Solange Castillo, Yordanka Ariosa, Deinis González, Yaikenis Rojas, Giselle Sarmiento, Alenis Martí y René de la Cruz","",""
"MXIM-AV-1-12-326","La sombra del iceberg","","","","","España","2007","01:16:00","","Hugo Doménech, Raúl M. Riebenbauer","","Hugo Doménech, Raúl M. Riebenbauer","","","Robert Arnau","","Raúl M. Riebenbauer, Moisés Ruiz","Adam Brennes, Daniel Lafuente","","","","","","",""
"MXIM-AV-1-12-327","El caso Pinochet","","","","","Chile","2001","01:50:00","","Patricio Guzmán","","","","","","","","","","","","","","",""
"MXIM-AV-1-12-328","¿Quién soy yo? Los niños encontrados de Argentina","Who am I?","","","","Estados Unidos de América, Argentina, Reino Unido","2007","01:15:00","","","Estela Bravo","Estela Bravo","","","Libio Pensavalle","","Fernando Fellicioni","Martín Mujica","","León Gieco","Víctor Heredia, Mauro Lázzaro","","","",""
"MXIM-AV-1-12-329","Hablemos del documental","","","","","España","2003","00:48:00","","Bonaventra Durall","","Bonaventura durall, Luis López Doy, Juan José Caballero","","Luis López Doy","Elisabeth Rourich","Anna Molins","Bonaventura Durall, Albert Pérez","Maria Ángeles Hernández","","","","","","",""
"MXIM-AV-1-12-33","Documentales de Teatro mexicano","","","","","México","2005","00:34:00","","Eugenio Cobo","","","","","","","","","","","","","","",""
"MXIM-AV-1-12-330","Los rollo perdidos de Pancho Villa","","","","","México","2003","00:49:18","Gregorio Rocha","Gregorio Rocha","","Gregorio Rocha","","","","","Craig Anderl, Bernice Ma","","Lexie Stoia","Horacio Uribe, Raymundo Salazar","","Ari Brickman, Michael Douglas Jones, Antonio Zúñiga, Mark Kolody, Meindert Versteeg, Gregorio Rocha","","Daniela Castillo",""
"MXIM-AV-1-12-331","Viviendo al límite","El conflicto entre la vida y la muerte es el gran conflicto de la existencia humana","","","","Cuba","2004","01:28:00","Belkis Vega","","Belkis Vega","Belkis Vega","","","José M. Riera y Alejandro Pérez","José M. Rienda, Alejandro Pérez","Cecilia Morales","","","Banda sonora: Antonio Tabares, Juan Demósthene","Edesio Alejandro, Ernesto Cisneros","","","",""
"MXIM-AV-1-12-332","The Corporatión","","","","","Canadá","2004","02:25:00","","Jennifer Abbott, Mark Achbar, Joel Bakan","Mark Achbar, Jennifer Abbott","Mark Achbar, Joel Bakan, Harold Crooks","","","Mark Achbar, Rolf Cutts, Jeff Koffman\
Kirk Tougas","","","","","","Leonard J. Paul","","","",""
